PolicyNo,InceptionDate,ExpiryDate,Region,Industry,RevenueBand,Employees,CyberControlsScore,Underwriter,Premium,ClaimsCount,ClaimsAmount,Year,Month,LossRatio,Frequency,Severity
POL103794,2024-06-13,2025-06-13,UK,Tech,<100k,3,69.1,UW-C,231.25,0,0.0,2024,6,0.0,0,0.0
POL103795,2024-04-11,2025-04-11,UK,Professional Services,100k-500k,5,80.5,UW-A,838.4,0,0.0,2024,4,0.0,0,0.0
POL103796,2024-10-06,2025-10-06,EMEA,Professional Services,<100k,3,90.8,UW-A,198.01,0,0.0,2024,10,0.0,0,0.0
POL103797,2024-09-14,2025-09-14,US,Other,2m-10m,244,83.9,UW-C,7571.91,0,0.0,2024,9,0.0,0,0.0
POL103798,2024-12-02,2025-12-02,UK,Tech,2m-10m,61,49.9,UW-A,8526.39,0,0.0,2024,12,0.0,0,0.0
POL103799,2024-12-21,2025-12-21,EMEA,Retail,100k-500k,13,81.8,UW-C,776.8,0,0.0,2024,12,0.0,0,0.0
POL103800,2024-05-17,2025-05-17,EMEA,Other,100k-500k,9,70.8,UW-A,810.82,0,0.0,2024,5,0.0,0,0.0
POL103801,2024-06-11,2025-06-11,UK,Manufacturing,<100k,1,55.2,UW-A,236.01,0,0.0,2024,6,0.0,0,0.0
POL103802,2024-04-20,2025-04-20,US,Other,<100k,2,61.8,UW-C,208.44,0,0.0,2024,4,0.0,0,0.0
POL103803,2024-04-11,2025-04-11,UK,Other,100k-500k,21,54.1,UW-C,817.69,0,0.0,2024,4,0.0,0,0.0
POL103804,2024-01-17,2025-01-16,UK,Retail,500k-2m,23,65.3,UW-B,2651.13,0,0.0,2024,1,0.0,0,0.0
POL103805,2024-09-24,2025-09-24,UK,Healthcare,100k-500k,19,53.9,UW-D,787.54,0,0.0,2024,9,0.0,0,0.0
POL103806,2024-06-30,2025-06-30,EMEA,Tech,2m-10m,228,47.3,UW-C,8676.1,0,0.0,2024,6,0.0,0,0.0
POL103807,2024-01-24,2025-01-23,US,Professional Services,100k-500k,12,72.1,UW-B,738.26,0,0.0,2024,1,0.0,0,0.0
POL103808,2024-01-29,2025-01-28,UK,Manufacturing,500k-2m,42,74.0,UW-D,2763.27,0,0.0,2024,1,0.0,0,0.0
POL103809,2024-06-19,2025-06-19,UK,Retail,100k-500k,19,62.0,UW-C,879.29,0,0.0,2024,6,0.0,0,0.0
POL103810,2024-08-15,2025-08-15,US,Healthcare,100k-500k,11,85.4,UW-B,774.95,0,0.0,2024,8,0.0,0,0.0
POL103811,2024-07-06,2025-07-06,UK,Healthcare,100k-500k,19,60.9,UW-B,819.42,0,0.0,2024,7,0.0,0,0.0
POL103812,2024-12-11,2025-12-11,US,Professional Services,100k-500k,12,60.3,UW-D,859.14,0,0.0,2024,12,0.0,0,0.0
POL103813,2024-08-17,2025-08-17,UK,Manufacturing,100k-500k,14,74.8,UW-A,813.07,0,0.0,2024,8,0.0,0,0.0
POL103814,2024-11-16,2025-11-16,EMEA,Retail,500k-2m,37,62.6,UW-A,2952.74,0,0.0,2024,11,0.0,0,0.0
POL103815,2024-12-05,2025-12-05,UK,Tech,2m-10m,181,64.5,UW-A,6799.49,0,0.0,2024,12,0.0,0,0.0
POL103816,2024-04-28,2025-04-28,US,Manufacturing,100k-500k,19,27.0,UW-A,889.67,0,0.0,2024,4,0.0,0,0.0
POL103817,2024-06-04,2025-06-04,UK,Professional Services,<100k,3,65.2,UW-A,229.47,1,30885.17,2024,6,134.5934980607487,1,30885.17
POL103818,2024-09-28,2025-09-28,EMEA,Manufacturing,100k-500k,7,37.5,UW-C,908.54,0,0.0,2024,9,0.0,0,0.0
POL103819,2024-06-23,2025-06-23,EMEA,Retail,100k-500k,19,46.5,UW-C,916.98,0,0.0,2024,6,0.0,0,0.0
POL103820,2024-04-13,2025-04-13,UK,Professional Services,<100k,3,44.9,UW-A,239.83,0,0.0,2024,4,0.0,0,0.0
POL103821,2024-04-01,2025-04-01,US,Manufacturing,500k-2m,66,48.7,UW-C,2907.78,0,0.0,2024,4,0.0,0,0.0
POL103822,2024-07-04,2025-07-04,UK,Retail,10m+,237,54.4,UW-B,22691.76,0,0.0,2024,7,0.0,0,0.0
POL103823,2024-10-09,2025-10-09,UK,Professional Services,2m-10m,210,55.6,UW-B,8970.21,0,0.0,2024,10,0.0,0,0.0
POL103824,2024-06-29,2025-06-29,APAC,Tech,<100k,1,75.0,UW-B,233.3,0,0.0,2024,6,0.0,0,0.0
POL103825,2024-06-18,2025-06-18,UK,Manufacturing,2m-10m,166,66.7,UW-D,7969.68,0,0.0,2024,6,0.0,0,0.0
POL103826,2024-07-05,2025-07-05,UK,Tech,500k-2m,68,35.8,UW-A,3046.91,0,0.0,2024,7,0.0,0,0.0
POL103827,2024-06-23,2025-06-23,UK,Manufacturing,100k-500k,12,66.1,UW-A,857.21,0,0.0,2024,6,0.0,0,0.0
POL103828,2024-08-09,2025-08-09,US,Professional Services,100k-500k,22,69.6,UW-A,860.15,0,0.0,2024,8,0.0,0,0.0
POL103829,2024-08-20,2025-08-20,APAC,Healthcare,500k-2m,35,59.7,UW-C,2895.22,0,0.0,2024,8,0.0,0,0.0
POL103830,2024-06-10,2025-06-10,UK,Other,100k-500k,10,64.0,UW-C,808.44,0,0.0,2024,6,0.0,0,0.0
POL103831,2024-05-13,2025-05-13,US,Tech,100k-500k,14,67.7,UW-A,904.87,0,0.0,2024,5,0.0,0,0.0
POL103832,2024-08-11,2025-08-11,UK,Retail,100k-500k,14,76.3,UW-A,819.21,0,0.0,2024,8,0.0,0,0.0
POL103833,2024-06-01,2025-06-01,UK,Manufacturing,100k-500k,9,41.3,UW-C,987.05,0,0.0,2024,6,0.0,0,0.0
POL103834,2024-02-02,2025-02-01,US,Manufacturing,<100k,2,61.3,UW-C,227.91,0,0.0,2024,2,0.0,0,0.0
POL103835,2024-02-24,2025-02-23,US,Retail,2m-10m,189,85.7,UW-B,7243.59,0,0.0,2024,2,0.0,0,0.0
POL103836,2024-01-07,2025-01-06,UK,Healthcare,500k-2m,39,85.9,UW-C,2798.65,0,0.0,2024,1,0.0,0,0.0
POL103837,2024-08-31,2025-08-31,EMEA,Manufacturing,100k-500k,21,77.6,UW-D,818.14,0,0.0,2024,8,0.0,0,0.0
POL103838,2024-11-08,2025-11-08,UK,Manufacturing,<100k,3,73.0,UW-A,219.45,0,0.0,2024,11,0.0,0,0.0
POL103839,2024-05-05,2025-05-05,UK,Manufacturing,100k-500k,16,89.7,UW-B,729.19,0,0.0,2024,5,0.0,0,0.0
POL103840,2024-01-12,2025-01-11,APAC,Professional Services,<100k,4,93.7,UW-A,210.94,0,0.0,2024,1,0.0,0,0.0
POL103841,2024-01-16,2025-01-15,EMEA,Other,<100k,2,63.0,UW-C,219.13,0,0.0,2024,1,0.0,0,0.0
POL103842,2024-07-26,2025-07-26,EMEA,Professional Services,100k-500k,16,50.3,UW-B,854.68,0,0.0,2024,7,0.0,0,0.0
POL103843,2024-02-12,2025-02-11,US,Tech,100k-500k,6,60.9,UW-A,826.96,0,0.0,2024,2,0.0,0,0.0
POL103844,2024-05-14,2025-05-14,UK,Professional Services,100k-500k,6,100.0,UW-C,766.46,1,27593.51,2024,5,36.00123946455131,1,27593.51
POL103845,2024-08-15,2025-08-15,US,Tech,<100k,3,41.4,UW-C,220.71,0,0.0,2024,8,0.0,0,0.0
POL103846,2024-04-20,2025-04-20,UK,Tech,100k-500k,21,57.7,UW-A,846.73,0,0.0,2024,4,0.0,0,0.0
POL103847,2024-11-02,2025-11-02,EMEA,Professional Services,<100k,2,43.8,UW-A,249.11,0,0.0,2024,11,0.0,0,0.0
POL103848,2024-06-08,2025-06-08,US,Tech,10m+,989,57.0,UW-A,21442.45,0,0.0,2024,6,0.0,0,0.0
POL103849,2024-11-26,2025-11-26,APAC,Healthcare,100k-500k,23,46.7,UW-B,890.88,1,114122.64,2024,11,128.10102370689654,1,114122.64
POL103850,2024-09-20,2025-09-20,US,Tech,500k-2m,72,62.6,UW-C,2722.9,0,0.0,2024,9,0.0,0,0.0
POL103851,2024-08-12,2025-08-12,UK,Tech,100k-500k,5,35.7,UW-B,892.37,1,59053.7,2024,8,66.17624976187007,1,59053.7
POL103852,2024-08-04,2025-08-04,US,Tech,<100k,5,74.2,UW-B,235.17,0,0.0,2024,8,0.0,0,0.0
POL103853,2024-02-14,2025-02-13,UK,Tech,10m+,1451,68.8,UW-C,20257.86,0,0.0,2024,2,0.0,0,0.0
POL103854,2024-08-01,2025-08-01,EMEA,Professional Services,100k-500k,8,59.2,UW-B,884.62,0,0.0,2024,8,0.0,0,0.0
POL103855,2024-02-28,2025-02-27,US,Retail,100k-500k,6,62.9,UW-B,822.61,0,0.0,2024,2,0.0,0,0.0
POL103856,2024-05-11,2025-05-11,UK,Other,100k-500k,23,62.3,UW-B,821.98,0,0.0,2024,5,0.0,0,0.0
POL103857,2024-04-13,2025-04-13,APAC,Manufacturing,<100k,5,67.7,UW-D,209.22,0,0.0,2024,4,0.0,0,0.0
POL103858,2024-07-13,2025-07-13,APAC,Manufacturing,500k-2m,31,64.1,UW-A,2904.68,0,0.0,2024,7,0.0,0,0.0
POL103859,2024-06-05,2025-06-05,APAC,Tech,100k-500k,14,76.4,UW-A,801.26,0,0.0,2024,6,0.0,0,0.0
POL103860,2024-04-07,2025-04-07,UK,Professional Services,100k-500k,17,83.3,UW-A,779.17,0,0.0,2024,4,0.0,0,0.0
POL103861,2024-08-13,2025-08-13,EMEA,Tech,<100k,5,52.7,UW-C,232.8,0,0.0,2024,8,0.0,0,0.0
POL103862,2024-07-23,2025-07-23,APAC,Manufacturing,<100k,4,60.3,UW-B,224.54,0,0.0,2024,7,0.0,0,0.0
POL103863,2024-03-19,2025-03-19,US,Tech,2m-10m,192,76.6,UW-A,6791.14,0,0.0,2024,3,0.0,0,0.0
POL103864,2024-05-03,2025-05-03,UK,Retail,500k-2m,45,43.2,UW-D,2900.36,0,0.0,2024,5,0.0,0,0.0
POL103865,2024-08-05,2025-08-05,EMEA,Tech,<100k,3,35.4,UW-D,253.95,0,0.0,2024,8,0.0,0,0.0
POL103866,2024-01-04,2025-01-03,EMEA,Tech,<100k,4,68.4,UW-D,204.41,0,0.0,2024,1,0.0,0,0.0
POL103867,2024-03-30,2025-03-30,EMEA,Other,500k-2m,64,71.8,UW-A,2585.95,0,0.0,2024,3,0.0,0,0.0
POL103868,2024-04-13,2025-04-13,UK,Manufacturing,100k-500k,12,54.0,UW-D,846.54,0,0.0,2024,4,0.0,0,0.0
POL103869,2024-04-28,2025-04-28,UK,Manufacturing,100k-500k,11,56.2,UW-A,828.32,0,0.0,2024,4,0.0,0,0.0
POL103870,2024-05-12,2025-05-12,US,Retail,100k-500k,12,53.5,UW-A,865.04,0,0.0,2024,5,0.0,0,0.0
POL103871,2024-11-07,2025-11-07,US,Manufacturing,<100k,2,52.0,UW-B,219.32,0,0.0,2024,11,0.0,0,0.0
POL103872,2024-04-05,2025-04-05,US,Healthcare,500k-2m,60,74.8,UW-B,2657.45,0,0.0,2024,4,0.0,0,0.0
POL103873,2024-11-26,2025-11-26,UK,Other,10m+,909,38.2,UW-A,24062.12,0,0.0,2024,11,0.0,0,0.0
POL103874,2024-05-22,2025-05-22,UK,Professional Services,<100k,3,61.0,UW-B,233.33,0,0.0,2024,5,0.0,0,0.0
POL103875,2024-10-14,2025-10-14,UK,Retail,100k-500k,8,51.3,UW-C,926.01,0,0.0,2024,10,0.0,0,0.0
POL103876,2024-01-28,2025-01-27,UK,Healthcare,100k-500k,19,43.0,UW-B,880.83,0,0.0,2024,1,0.0,0,0.0
POL103877,2024-10-04,2025-10-04,US,Professional Services,100k-500k,9,78.0,UW-B,880.99,0,0.0,2024,10,0.0,0,0.0
POL103878,2024-08-20,2025-08-20,UK,Manufacturing,100k-500k,9,57.1,UW-A,849.37,0,0.0,2024,8,0.0,0,0.0
POL103879,2024-01-17,2025-01-16,US,Other,500k-2m,58,67.2,UW-D,2888.27,0,0.0,2024,1,0.0,0,0.0
POL103880,2024-02-28,2025-02-27,EMEA,Retail,100k-500k,13,42.2,UW-A,980.89,0,0.0,2024,2,0.0,0,0.0
POL103881,2024-03-30,2025-03-30,UK,Professional Services,100k-500k,11,53.8,UW-B,871.53,0,0.0,2024,3,0.0,0,0.0
POL103882,2024-07-17,2025-07-17,APAC,Retail,100k-500k,13,76.2,UW-A,753.91,0,0.0,2024,7,0.0,0,0.0
POL103883,2024-12-27,2025-12-27,EMEA,Manufacturing,<100k,4,100.0,UW-D,200.91,0,0.0,2024,12,0.0,0,0.0
POL103884,2024-01-26,2025-01-25,US,Healthcare,<100k,2,35.3,UW-A,235.7,1,33588.44,2024,1,142.50504879083581,1,33588.44
POL103885,2024-01-25,2025-01-24,APAC,Tech,500k-2m,45,61.5,UW-B,2782.13,0,0.0,2024,1,0.0,0,0.0
POL103886,2024-10-27,2025-10-27,UK,Retail,<100k,4,71.1,UW-B,241.03,0,0.0,2024,10,0.0,0,0.0
POL103887,2024-12-04,2025-12-04,UK,Tech,500k-2m,57,55.2,UW-D,2697.66,0,0.0,2024,12,0.0,0,0.0
POL103888,2024-09-23,2025-09-23,UK,Manufacturing,100k-500k,18,77.6,UW-A,818.11,0,0.0,2024,9,0.0,0,0.0
POL103889,2024-06-29,2025-06-29,US,Professional Services,100k-500k,13,51.9,UW-B,832.06,1,28495.02,2024,6,34.246352426507706,1,28495.02
POL103890,2024-12-25,2025-12-25,US,Retail,100k-500k,5,67.3,UW-A,818.96,0,0.0,2024,12,0.0,0,0.0
POL103891,2024-03-08,2025-03-08,US,Manufacturing,100k-500k,21,57.0,UW-D,889.44,0,0.0,2024,3,0.0,0,0.0
POL103892,2024-12-16,2025-12-16,UK,Tech,<100k,5,83.2,UW-B,214.56,0,0.0,2024,12,0.0,0,0.0
POL103893,2024-11-16,2025-11-16,UK,Tech,100k-500k,11,54.7,UW-B,853.54,1,82619.46,2024,11,96.79623684888817,1,82619.46
POL103894,2024-02-18,2025-02-17,UK,Professional Services,500k-2m,28,59.4,UW-B,2746.12,0,0.0,2024,2,0.0,0,0.0
POL103895,2024-06-23,2025-06-23,UK,Tech,500k-2m,62,78.6,UW-A,2720.66,0,0.0,2024,6,0.0,0,0.0
POL103896,2024-02-21,2025-02-20,EMEA,Professional Services,100k-500k,7,49.5,UW-A,951.07,0,0.0,2024,2,0.0,0,0.0
POL103897,2024-04-11,2025-04-11,US,Other,100k-500k,16,65.9,UW-B,797.61,0,0.0,2024,4,0.0,0,0.0
POL103898,2024-08-03,2025-08-03,UK,Manufacturing,<100k,5,37.6,UW-D,264.69,0,0.0,2024,8,0.0,0,0.0
POL103899,2024-07-06,2025-07-06,UK,Manufacturing,<100k,3,48.7,UW-B,248.25,0,0.0,2024,7,0.0,0,0.0
POL103900,2024-02-26,2025-02-25,UK,Other,<100k,5,70.7,UW-D,234.56,0,0.0,2024,2,0.0,0,0.0
POL103901,2024-02-16,2025-02-15,US,Professional Services,2m-10m,59,49.5,UW-A,8304.46,0,0.0,2024,2,0.0,0,0.0
POL103902,2024-06-07,2025-06-07,APAC,Professional Services,<100k,1,56.8,UW-D,242.2,0,0.0,2024,6,0.0,0,0.0
POL103903,2024-06-22,2025-06-22,UK,Tech,<100k,3,72.4,UW-B,207.38,0,0.0,2024,6,0.0,0,0.0
POL103904,2024-08-29,2025-08-29,EMEA,Manufacturing,100k-500k,24,56.1,UW-B,831.03,0,0.0,2024,8,0.0,0,0.0
POL103905,2024-10-08,2025-10-08,EMEA,Healthcare,<100k,2,77.3,UW-B,223.37,0,0.0,2024,10,0.0,0,0.0
POL103906,2024-08-28,2025-08-28,UK,Tech,100k-500k,12,68.1,UW-C,842.02,0,0.0,2024,8,0.0,0,0.0
POL103907,2024-01-05,2025-01-04,APAC,Professional Services,<100k,1,71.5,UW-C,217.38,0,0.0,2024,1,0.0,0,0.0
POL103908,2024-03-24,2025-03-24,US,Retail,<100k,5,83.6,UW-B,184.54,1,21286.46,2024,3,115.34875907662295,1,21286.46
POL103909,2024-11-03,2025-11-03,APAC,Retail,100k-500k,8,69.7,UW-B,807.77,0,0.0,2024,11,0.0,0,0.0
POL103910,2024-12-26,2025-12-26,US,Manufacturing,100k-500k,8,88.0,UW-A,734.21,0,0.0,2024,12,0.0,0,0.0
POL103911,2024-09-04,2025-09-04,UK,Professional Services,500k-2m,48,78.2,UW-A,2747.84,0,0.0,2024,9,0.0,0,0.0
POL103912,2024-02-23,2025-02-22,APAC,Other,100k-500k,9,57.1,UW-A,849.06,0,0.0,2024,2,0.0,0,0.0
POL103913,2024-06-09,2025-06-09,UK,Professional Services,100k-500k,24,84.2,UW-B,764.7,0,0.0,2024,6,0.0,0,0.0
POL103914,2024-08-13,2025-08-13,EMEA,Healthcare,500k-2m,60,68.4,UW-B,3128.5,0,0.0,2024,8,0.0,0,0.0
POL103915,2024-01-15,2025-01-14,UK,Other,<100k,5,59.0,UW-C,239.13,0,0.0,2024,1,0.0,0,0.0
POL103916,2024-08-11,2025-08-11,US,Other,100k-500k,22,69.0,UW-C,871.19,0,0.0,2024,8,0.0,0,0.0
POL103917,2024-03-01,2025-03-01,UK,Tech,100k-500k,21,81.5,UW-A,883.93,0,0.0,2024,3,0.0,0,0.0
POL103918,2024-05-01,2025-05-01,APAC,Tech,100k-500k,5,71.8,UW-C,853.41,0,0.0,2024,5,0.0,0,0.0
POL103919,2024-10-03,2025-10-03,UK,Retail,100k-500k,19,92.1,UW-A,740.08,0,0.0,2024,10,0.0,0,0.0
POL103920,2024-02-15,2025-02-14,UK,Professional Services,2m-10m,112,80.2,UW-C,7130.73,0,0.0,2024,2,0.0,0,0.0
POL103921,2024-10-20,2025-10-20,US,Healthcare,10m+,1193,60.9,UW-A,23697.33,0,0.0,2024,10,0.0,0,0.0
POL103922,2024-03-02,2025-03-02,APAC,Other,100k-500k,20,49.4,UW-C,786.25,0,0.0,2024,3,0.0,0,0.0
POL103923,2024-03-26,2025-03-26,UK,Tech,100k-500k,24,62.1,UW-B,841.46,0,0.0,2024,3,0.0,0,0.0
POL103924,2024-07-28,2025-07-28,UK,Retail,<100k,5,66.0,UW-B,198.49,0,0.0,2024,7,0.0,0,0.0
POL103925,2024-03-18,2025-03-18,US,Tech,100k-500k,23,75.2,UW-C,816.01,1,111097.99,2024,3,136.14782907072217,1,111097.99
POL103926,2024-07-20,2025-07-20,UK,Manufacturing,100k-500k,9,74.5,UW-A,848.5,0,0.0,2024,7,0.0,0,0.0
POL103927,2024-10-28,2025-10-28,EMEA,Other,100k-500k,6,67.5,UW-A,842.86,0,0.0,2024,10,0.0,0,0.0
POL103928,2024-08-10,2025-08-10,UK,Retail,2m-10m,88,65.9,UW-B,8161.33,0,0.0,2024,8,0.0,0,0.0
POL103929,2024-08-09,2025-08-09,EMEA,Tech,100k-500k,7,75.7,UW-C,890.4,0,0.0,2024,8,0.0,0,0.0
POL103930,2024-01-03,2025-01-02,US,Manufacturing,100k-500k,21,51.9,UW-B,864.0,0,0.0,2024,1,0.0,0,0.0
POL103931,2024-01-06,2025-01-05,UK,Healthcare,100k-500k,7,90.4,UW-A,882.66,0,0.0,2024,1,0.0,0,0.0
POL103932,2024-04-02,2025-04-02,US,Professional Services,500k-2m,64,33.7,UW-B,3084.96,0,0.0,2024,4,0.0,0,0.0
POL103933,2024-01-08,2025-01-07,EMEA,Manufacturing,500k-2m,26,86.6,UW-B,2735.61,0,0.0,2024,1,0.0,0,0.0
POL103934,2024-08-22,2025-08-22,UK,Other,100k-500k,7,64.3,UW-B,813.61,0,0.0,2024,8,0.0,0,0.0
POL103935,2024-04-17,2025-04-17,UK,Retail,100k-500k,19,79.8,UW-D,865.31,0,0.0,2024,4,0.0,0,0.0
POL103936,2024-06-09,2025-06-09,UK,Retail,500k-2m,48,70.0,UW-B,2893.24,0,0.0,2024,6,0.0,0,0.0
POL103937,2024-07-27,2025-07-27,EMEA,Professional Services,<100k,2,70.2,UW-A,236.04,0,0.0,2024,7,0.0,0,0.0
POL103938,2024-08-27,2025-08-27,UK,Retail,2m-10m,78,72.5,UW-A,7662.49,0,0.0,2024,8,0.0,0,0.0
POL103939,2024-11-26,2025-11-26,APAC,Professional Services,100k-500k,14,77.0,UW-B,756.81,0,0.0,2024,11,0.0,0,0.0
POL103940,2024-11-28,2025-11-28,US,Professional Services,100k-500k,11,60.0,UW-C,869.57,0,0.0,2024,11,0.0,0,0.0
POL103941,2024-02-19,2025-02-18,UK,Tech,100k-500k,13,80.4,UW-A,731.2,0,0.0,2024,2,0.0,0,0.0
POL103942,2024-01-11,2025-01-10,US,Professional Services,500k-2m,56,48.2,UW-D,2882.39,0,0.0,2024,1,0.0,0,0.0
POL103943,2024-12-16,2025-12-16,US,Tech,<100k,4,64.9,UW-A,225.53,0,0.0,2024,12,0.0,0,0.0
POL103944,2024-06-04,2025-06-04,APAC,Retail,2m-10m,191,75.6,UW-B,8469.03,0,0.0,2024,6,0.0,0,0.0
POL103945,2024-03-10,2025-03-10,US,Healthcare,100k-500k,8,79.8,UW-A,813.25,0,0.0,2024,3,0.0,0,0.0
POL103946,2024-06-17,2025-06-17,UK,Healthcare,100k-500k,24,71.7,UW-D,826.48,0,0.0,2024,6,0.0,0,0.0
POL103947,2024-09-28,2025-09-28,US,Professional Services,<100k,4,59.1,UW-C,226.55,0,0.0,2024,9,0.0,0,0.0
POL103948,2024-03-08,2025-03-08,US,Professional Services,100k-500k,18,78.3,UW-A,750.28,0,0.0,2024,3,0.0,0,0.0
POL103949,2024-12-20,2025-12-20,EMEA,Manufacturing,100k-500k,16,54.8,UW-D,866.7,0,0.0,2024,12,0.0,0,0.0
POL103950,2024-09-08,2025-09-08,APAC,Retail,100k-500k,6,91.2,UW-A,775.97,0,0.0,2024,9,0.0,0,0.0
POL103951,2024-02-17,2025-02-16,UK,Other,500k-2m,32,63.4,UW-C,2669.15,0,0.0,2024,2,0.0,0,0.0
POL103952,2024-07-02,2025-07-02,UK,Professional Services,100k-500k,5,41.9,UW-C,842.13,0,0.0,2024,7,0.0,0,0.0
POL103953,2024-11-15,2025-11-15,US,Healthcare,10m+,1083,36.2,UW-C,23669.35,1,28051.4,2024,11,1.185136051475854,1,28051.4
POL103954,2024-07-05,2025-07-05,APAC,Tech,100k-500k,11,65.5,UW-D,838.97,0,0.0,2024,7,0.0,0,0.0
POL103955,2024-03-30,2025-03-30,APAC,Healthcare,500k-2m,47,66.6,UW-D,2714.77,0,0.0,2024,3,0.0,0,0.0
POL103956,2024-11-27,2025-11-27,APAC,Manufacturing,<100k,1,94.5,UW-D,192.97,0,0.0,2024,11,0.0,0,0.0
POL103957,2024-05-18,2025-05-18,UK,Other,100k-500k,13,49.3,UW-A,889.43,0,0.0,2024,5,0.0,0,0.0
POL103958,2024-12-22,2025-12-22,US,Other,100k-500k,21,65.4,UW-A,859.04,0,0.0,2024,12,0.0,0,0.0
POL103959,2024-03-29,2025-03-29,UK,Professional Services,100k-500k,17,48.9,UW-B,883.07,0,0.0,2024,3,0.0,0,0.0
POL103960,2024-09-30,2025-09-30,UK,Retail,2m-10m,104,56.6,UW-C,7787.12,0,0.0,2024,9,0.0,0,0.0
POL103961,2024-01-19,2025-01-18,UK,Retail,<100k,2,90.2,UW-B,212.68,0,0.0,2024,1,0.0,0,0.0
POL103962,2024-11-06,2025-11-06,UK,Retail,<100k,3,47.9,UW-A,232.5,0,0.0,2024,11,0.0,0,0.0
POL103963,2024-12-23,2025-12-23,UK,Tech,2m-10m,165,72.2,UW-C,7193.92,0,0.0,2024,12,0.0,0,0.0
POL103964,2024-06-02,2025-06-02,UK,Manufacturing,<100k,3,70.9,UW-D,230.77,0,0.0,2024,6,0.0,0,0.0
POL103965,2024-09-16,2025-09-16,UK,Other,500k-2m,47,64.2,UW-B,2847.79,0,0.0,2024,9,0.0,0,0.0
POL103966,2024-04-17,2025-04-17,UK,Professional Services,100k-500k,13,72.7,UW-A,813.37,0,0.0,2024,4,0.0,0,0.0
POL103967,2024-10-11,2025-10-11,EMEA,Professional Services,500k-2m,34,47.3,UW-A,2708.29,0,0.0,2024,10,0.0,0,0.0
POL103968,2024-02-28,2025-02-27,UK,Tech,<100k,4,89.8,UW-A,199.1,0,0.0,2024,2,0.0,0,0.0
POL103969,2024-05-04,2025-05-04,EMEA,Healthcare,<100k,5,93.8,UW-C,224.74,0,0.0,2024,5,0.0,0,0.0
POL103970,2024-12-19,2025-12-19,UK,Professional Services,100k-500k,14,65.6,UW-D,772.95,0,0.0,2024,12,0.0,0,0.0
POL103971,2024-09-29,2025-09-29,EMEA,Other,2m-10m,165,99.7,UW-A,6918.94,0,0.0,2024,9,0.0,0,0.0
POL103972,2024-04-16,2025-04-16,UK,Healthcare,100k-500k,17,58.8,UW-B,852.3,0,0.0,2024,4,0.0,0,0.0
POL103973,2024-10-25,2025-10-25,UK,Healthcare,100k-500k,21,70.8,UW-C,836.19,0,0.0,2024,10,0.0,0,0.0
POL103974,2024-09-01,2025-09-01,US,Retail,100k-500k,11,86.4,UW-A,725.31,0,0.0,2024,9,0.0,0,0.0
POL103975,2024-12-01,2025-12-01,APAC,Tech,2m-10m,205,56.1,UW-B,8094.22,0,0.0,2024,12,0.0,0,0.0
POL103976,2024-09-03,2025-09-03,UK,Other,500k-2m,57,43.7,UW-C,2718.85,0,0.0,2024,9,0.0,0,0.0
POL103977,2024-01-08,2025-01-07,UK,Healthcare,10m+,1236,28.5,UW-C,24887.32,0,0.0,2024,1,0.0,0,0.0
POL103978,2024-05-20,2025-05-20,APAC,Other,<100k,4,95.9,UW-B,196.12,0,0.0,2024,5,0.0,0,0.0
POL103979,2024-12-27,2025-12-27,UK,Retail,<100k,1,57.1,UW-C,218.7,0,0.0,2024,12,0.0,0,0.0
POL103980,2024-01-08,2025-01-07,UK,Healthcare,100k-500k,19,62.0,UW-A,880.27,0,0.0,2024,1,0.0,0,0.0
POL103981,2024-12-17,2025-12-17,APAC,Tech,500k-2m,55,47.8,UW-A,2900.42,0,0.0,2024,12,0.0,0,0.0
POL103982,2024-04-03,2025-04-03,EMEA,Healthcare,100k-500k,19,79.0,UW-A,821.51,0,0.0,2024,4,0.0,0,0.0
POL103983,2024-11-16,2025-11-16,UK,Manufacturing,<100k,5,53.2,UW-B,237.06,0,0.0,2024,11,0.0,0,0.0
POL103984,2024-02-08,2025-02-07,APAC,Manufacturing,500k-2m,30,57.3,UW-A,3037.17,0,0.0,2024,2,0.0,0,0.0
POL103985,2024-03-21,2025-03-21,US,Manufacturing,<100k,4,69.5,UW-A,207.02,0,0.0,2024,3,0.0,0,0.0
POL103986,2024-07-05,2025-07-05,UK,Tech,100k-500k,7,49.0,UW-C,917.82,0,0.0,2024,7,0.0,0,0.0
POL103987,2024-03-24,2025-03-24,EMEA,Other,100k-500k,6,62.3,UW-B,844.94,0,0.0,2024,3,0.0,0,0.0
POL103988,2024-03-28,2025-03-28,US,Other,100k-500k,24,85.8,UW-A,770.65,0,0.0,2024,3,0.0,0,0.0
POL103989,2024-08-29,2025-08-29,US,Tech,500k-2m,46,71.0,UW-A,2584.12,0,0.0,2024,8,0.0,0,0.0
POL103990,2024-12-07,2025-12-07,APAC,Other,100k-500k,14,66.8,UW-B,858.26,0,0.0,2024,12,0.0,0,0.0
POL103991,2024-04-02,2025-04-02,UK,Professional Services,100k-500k,17,68.1,UW-A,791.49,0,0.0,2024,4,0.0,0,0.0
POL103992,2024-03-26,2025-03-26,US,Healthcare,100k-500k,24,58.9,UW-B,874.83,0,0.0,2024,3,0.0,0,0.0
POL103993,2024-02-13,2025-02-12,US,Professional Services,100k-500k,22,94.7,UW-C,836.82,0,0.0,2024,2,0.0,0,0.0
